antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
"pneumonia, Methotrexate",frozenset({'Prednisolone'}),0.0047,0.091,0.004066666666666666,0.8652482269503545,9.50822227417972,1.0,0.0036389666666666663,6.745736842105259,0.8990534199261118,0.04437977446344125,0.8517582254679368,0.4549684358194996
"Nicorandil, Ticlopidine hydrochloride",frozenset({'aspirin'}),0.0043,0.05003333333333333,0.0030666666666666668,0.7131782945736435,14.254063182684414,1.0,0.0028515233333333335,3.3120459459459464,0.9338601639222569,0.059817945383615095,0.6980718213694973,0.3872353831295932
"Prednisolone, Rituximab (genetical recombination)",frozenset({'Vincristine sulfate'}),0.004566666666666667,0.013266666666666666,0.0038666666666666667,0.8467153284671532,63.822763452297984,1.0,0.003806082222222222,6.437260317460316,0.9888473454060901,0.2768496420047733,0.8446544103106073,0.569086307449657
"Prednisolone, Infliximab (genetical recombination), Adrenal hormones",frozenset({'Methotrexate'}),0.005966666666666667,0.0462,0.005966666666666667,1.0,21.645021645021647,1.0,0.005691006666666667,inf,0.9595251668287449,0.12914862914862915,1.0,0.5645743145743146
"Prednisolone, Adrenal hormones, Methotrexate",frozenset({'Infliximab (genetical recombination)'}),0.006,0.022266666666666667,0.005966666666666667,0.9944444444444445,44.66067864271457,1.0,0.005833066666666667,175.99200000000062,0.9835099985387183,0.2675635276532138,0.9943179235419792,0.631204258150366
"Infliximab (genetical recombination), Adrenal hormones, Methotrexate",frozenset({'Prednisolone'}),0.006466666666666667,0.091,0.005966666666666667,0.9226804123711341,10.139345190891584,1.0,0.0053782000000000005,11.756400000000008,0.9072411276346819,0.06520947176684883,0.9149399476030078,0.4941240889694498
"Prednisolone, Adrenal hormones","frozenset({'Infliximab (genetical recombination)', 'Methotrexate'})",0.0063,0.0184,0.005966666666666667,0.9470899470899471,51.4722797331493,1.0,0.005850746666666667,18.55224,0.9867888367103814,0.3185053380782919,0.9460981531071181,0.6356826547043939
"Infliximab (genetical recombination), Adrenal hormones","frozenset({'Prednisolone', 'Methotrexate'})",0.006466666666666667,0.0283,0.005966666666666667,0.9226804123711341,32.60354814032276,1.0,0.00578366,12.56732000000001,0.9756376148628918,0.20717592592592593,0.9204285400546816,0.5667583451726106
"Adrenal hormones, Methotrexate","frozenset({'Prednisolone', 'Infliximab (genetical recombination)'})",0.006633333333333333,0.017233333333333333,0.005966666666666667,0.899497487437186,52.19521203697405,1.0,0.005852352222222222,9.778528333333345,0.9873908471820243,0.33333333333333337,0.897735122718705,0.6228628636412236
"Prednisolone, Infliximab (genetical recombination), Alfacalcidol",frozenset({'Methotrexate'}),0.0031666666666666666,0.0462,0.0030666666666666668,0.968421052631579,20.961494645705173,1.0,0.002920366666666667,30.203666666666678,0.9553186539985317,0.0662347012239021,0.9668914370219951,0.5173995595048226
"Infliximab (genetical recombination), Methotrexate, Alfacalcidol",frozenset({'Prednisolone'}),0.003533333333333333,0.091,0.0030666666666666668,0.8679245283018868,9.537632179141614,1.0,0.0027451333333333335,6.882428571428573,0.8983262600318227,0.033527696793002916,0.8547024513772132,0.45081208100076026
"Infliximab (genetical recombination), Alfacalcidol","frozenset({'Prednisolone', 'Methotrexate'})",0.0037,0.0283,0.0030666666666666668,0.8288288288288288,29.287237767803138,1.0,0.0029619566666666667,5.676773684210525,0.969442371557371,0.10599078341013825,0.8238436027877213,0.4685958042848502
"Prednisolone, Cyclophosphamide hydrate, Doxorubicin hydrochloride",frozenset({'Vincristine sulfate'}),0.004166666666666667,0.013266666666666666,0.004033333333333333,0.968,72.96482412060301,1.0,0.003978055555555556,30.83541666666664,0.9904215221826482,0.3009950248756219,0.967569758800081,0.6360100502512562
"Prednisolone, Vincristine sulfate, Doxorubicin hydrochloride",frozenset({'Cyclophosphamide hydrate'}),0.004166666666666667,0.0204,0.004033333333333333,0.968,47.45098039215686,1.0,0.003948333333333333,30.612499999999972,0.9830215429302535,0.19642857142857142,0.9673336055532871,0.5828562091503268
"Prednisolone, Doxorubicin hydrochloride","frozenset({'Cyclophosphamide hydrate', 'Vincristine sulfate'})",0.004366666666666666,0.010066666666666666,0.004033333333333333,0.9236641221374047,91.75471411960974,1.0,0.003989375555555555,12.968126666666683,0.9934393961068012,0.38782051282051283,0.9228878599273399,0.6621631868965169
"Cyclophosphamide hydrate, Vincristine sulfate, Rituximab (genetical recombination)",frozenset({'Doxorubicin hydrochloride'}),0.005533333333333334,0.01,0.004033333333333333,0.7289156626506024,72.89156626506023,1.0,0.003978,3.6519999999999992,0.9917687789792222,0.3507246376811594,0.7261774370208105,0.5661244979919678
"Cyclophosphamide hydrate, Doxorubicin hydrochloride, Rituximab (genetical recombination)",frozenset({'Vincristine sulfate'}),0.0041,0.013266666666666666,0.004033333333333333,0.9837398373983739,74.15124402500307,1.0,0.00397894,60.684099999999674,0.990575408762704,0.3025,0.9835212189024801,0.6438799689504432
"Vincristine sulfate, Doxorubicin hydrochloride, Rituximab (genetical recombination)",frozenset({'Cyclophosphamide hydrate'}),0.004033333333333333,0.0204,0.004033333333333333,1.0,49.01960784313725,1.0,0.0039510533333333335,inf,0.9835670537835939,0.1977124183006536,1.0,0.5988562091503268
"Vincristine sulfate, Rituximab (genetical recombination)","frozenset({'Cyclophosphamide hydrate', 'Doxorubicin hydrochloride'})",0.0056,0.007066666666666666,0.004033333333333333,0.7202380952380952,101.92048517520216,1.0,0.00399376,3.549208510638298,0.9957647121400505,0.4671814671814672,0.718247040994456,0.6454964061096137
"Doxorubicin hydrochloride, Rituximab (genetical recombination)","frozenset({'Cyclophosphamide hydrate', 'Vincristine sulfate'})",0.0041,0.010066666666666666,0.004033333333333333,0.9837398373983739,97.72250040381198,1.0,0.0039920599999999995,60.88089999999967,0.9938416930904309,0.3980263157894736,0.9835744872365553,0.6922010445270015
"Prednisolone, Cyclophosphamide hydrate, Rituximab (genetical recombination)",frozenset({'Vincristine sulfate'}),0.0041,0.013266666666666666,0.0038,0.9268292682926829,69.86150263512685,1.0,0.0037456066666666666,13.485355555555543,0.9897439149636316,0.2800982800982801,0.9258454850611609,0.6066307145483515
"Prednisolone, Vincristine sulfate, Rituximab (genetical recombination)",frozenset({'Cyclophosphamide hydrate'}),0.0038666666666666667,0.0204,0.0038,0.9827586206896551,48.17444219066937,1.0,0.00372112,56.81679999999989,0.9830432056583702,0.18566775244299674,0.98239957195759,0.5845165652467883
"Prednisolone, Rituximab (genetical recombination)","frozenset({'Cyclophosphamide hydrate', 'Vincristine sulfate'})",0.004566666666666667,0.010066666666666666,0.0038,0.8321167883211679,82.66060811137429,1.0,0.0037540288888888887,5.896559420289854,0.9924344565327863,0.3507692307692308,0.8304095780737772,0.6048001160148886
"Prednisolone, Diclofenac sodium, Infliximab (genetical recombination)",frozenset({'Methotrexate'}),0.005333333333333333,0.0462,0.0053,0.99375,21.509740259740262,1.0,0.0050536,152.60800000000054,0.9586220850827052,0.11463590483056957,0.9934472635772699,0.5542343073593073
"Diclofenac sodium, Infliximab (genetical recombination), Methotrexate",frozenset({'Prednisolone'}),0.005933333333333333,0.091,0.0053,0.8932584269662922,9.816026669959255,1.0,0.004760066666666667,8.515894736842112,0.903486472567422,0.05783921425973081,0.8825725269156129,0.47575009260402523
"Diclofenac sodium, Infliximab (genetical recombination)","frozenset({'Prednisolone', 'Methotrexate'})",0.006,0.0283,0.0053,0.8833333333333333,31.21319199057715,1.0,0.0051302,8.32885714285714,0.9738050947192589,0.18275862068965518,0.8799355082158417,0.5353062426383981
"Prednisolone, Infliximab (genetical recombination), Famotidine",frozenset({'Methotrexate'}),0.0034,0.0462,0.0032,0.9411764705882354,20.371785077667433,1.0,0.00304292,16.214600000000026,0.9541566325506723,0.06896551724137932,0.9383271866095989,0.5052202699261523
"Infliximab (genetical recombination), Methotrexate, Famotidine",frozenset({'Prednisolone'}),0.0034,0.091,0.0032,0.9411764705882354,10.342598577892696,1.0,0.0028906,15.453000000000026,0.9063942404174192,0.03508771929824561,0.9352876464117001,0.48817065287653527
"Infliximab (genetical recombination), Famotidine","frozenset({'Prednisolone', 'Methotrexate'})",0.003766666666666667,0.0283,0.0032,0.8495575221238938,30.019700428406143,1.0,0.0030934033333333334,6.458947058823529,0.9703435021915883,0.11085450346420324,0.8451760030090499,0.48131586353544514
"Folic acid, Prednisolone, Infliximab (genetical recombination)",frozenset({'Methotrexate'}),0.006266666666666667,0.0462,0.006233333333333333,0.9946808510638296,21.529888551165143,1.0,0.005943813333333333,179.31439999999506,0.9595662228395987,0.13482335976928625,0.9944232030444848,0.5648007429922323
"Folic acid, Prednisolone, Methotrexate",frozenset({'Infliximab (genetical recombination)'}),0.007633333333333333,0.022266666666666667,0.006233333333333333,0.8165938864628821,36.67337813456057,1.0,0.006063364444444444,5.330974603174604,0.980214568353045,0.2633802816901408,0.8124170392024568,0.5482670031116805
"Folic acid, Infliximab (genetical recombination), Methotrexate",frozenset({'Prednisolone'}),0.006866666666666667,0.091,0.006233333333333333,0.9077669902912621,9.97546143177211,1.0,0.005608466666666667,9.85547368421052,0.9059750392983693,0.06802473626773371,0.8985335426746558,0.48813257939471527
"Folic acid, Prednisolone","frozenset({'Infliximab (genetical recombination)', 'Methotrexate'})",0.0077666666666666665,0.0184,0.006233333333333333,0.8025751072961373,43.61821235305094,1.0,0.006090426666666667,4.972017391304348,0.9847218027931374,0.31270903010033446,0.798874396185959,0.5706716116190832
"Folic acid, Infliximab (genetical recombination)","frozenset({'Prednisolone', 'Methotrexate'})",0.0069,0.0283,0.006233333333333333,0.9033816425120772,31.921612809614036,1.0,0.006038063333333333,10.05709499999999,0.975403546502956,0.21518987341772156,0.9005677086673636,0.561820385449207
"Prednisolone, Infliximab (genetical recombination), Isoniazid",frozenset({'Methotrexate'}),0.0042,0.0462,0.0042,1.0,21.645021645021647,1.0,0.004005959999999999,inf,0.9578228559951797,0.09090909090909091,1.0,0.5454545454545454
"Prednisolone, Methotrexate, Isoniazid",frozenset({'Infliximab (genetical recombination)'}),0.0044,0.022266666666666667,0.0042,0.9545454545454545,42.86880783886772,1.0,0.004102026666666666,21.5101333333333,0.9809893690970427,0.1869436201780415,0.9535102835252841,0.5715841045182362
"Methotrexate, Infliximab (genetical recombination), Isoniazid",frozenset({'Prednisolone'}),0.0047666666666666664,0.091,0.0042,0.8811188811188811,9.682625067240453,1.0,0.003766233333333333,7.646294117647061,0.9010170702571144,0.045868219876228605,0.8692176909998692,0.4636363636363636
"Prednisolone, Isoniazid","frozenset({'Infliximab (genetical recombination)', 'Methotrexate'})",0.005666666666666667,0.0184,0.0042,0.7411764705882352,40.28132992327365,1.0,0.004095733333333333,3.7925454545454533,0.9807320849895439,0.21140939597315433,0.7363248477875257,0.4847186700767263
"Infliximab (genetical recombination), Isoniazid","frozenset({'Prednisolone', 'Methotrexate'})",0.0047666666666666664,0.0283,0.0042,0.8811188811188811,31.134942795720182,1.0,0.004065103333333333,8.173711764705885,0.9725174123640145,0.14549653579676672,0.8776565618183402,0.514764387555907
"Methotrexate, Isoniazid","frozenset({'Prednisolone', 'Infliximab (genetical recombination)'})",0.005,0.017233333333333333,0.0042,0.84,48.742746615087036,1.0,0.004113833333333333,6.142291666666665,0.984406157772992,0.232902033271719,0.8371943153681782,0.5418568665377176
"Prednisolone, Infliximab (genetical recombination), Loxoprofen sodium hydrate",frozenset({'Methotrexate'}),0.0047666666666666664,0.0462,0.004733333333333333,0.993006993006993,21.493657857294224,1.0,0.004513113333333333,136.3934000000003,0.9580413114720072,0.10237923576063446,0.9926682669396026,0.5477300477300477
"Infliximab (genetical recombination), Loxoprofen sodium hydrate, Methotrexate",frozenset({'Prednisolone'}),0.005366666666666666,0.091,0.004733333333333333,0.8819875776397517,9.692171182854414,1.0,0.0042449666666666665,7.702578947368428,0.9016628677187289,0.05165514732630047,0.8701733527390008,0.46700111482720186
"Infliximab (genetical recombination), Loxoprofen sodium hydrate","frozenset({'Prednisolone', 'Methotrexate'})",0.0054666666666666665,0.0283,0.004733333333333333,0.8658536585365854,30.59553563733517,1.0,0.004578626666666667,7.243581818181818,0.9726325509026812,0.16303099885189437,0.8619467516070654,0.5165546266770088
"Prednisolone, pneumonia, Infliximab (genetical recombination)",frozenset({'Methotrexate'}),0.0036666666666666666,0.0462,0.0035666666666666668,0.9727272727272728,21.054702872884693,1.0,0.0033972666666666667,34.972666666666726,0.9560100430550648,0.07703383729301658,0.9714062410644504,0.524963924963925
"Prednisolone, pneumonia, Methotrexate",frozenset({'Infliximab (genetical recombination)'}),0.004066666666666666,0.022266666666666667,0.0035666666666666668,0.8770491803278689,39.38843624226956,1.0,0.0034761155555555557,7.952231111111117,0.9785914432086122,0.15666178623718888,0.8742491275683918,0.5186144105232159
"pneumonia, Infliximab (genetical recombination), Methotrexate",frozenset({'Prednisolone'}),0.0038,0.091,0.0035666666666666668,0.9385964912280702,10.31424715635242,1.0,0.003220866666666667,14.803714285714294,0.9064913962778184,0.03909389842893679,0.9324493852894061,0.4888953152111047
"pneumonia, Infliximab (genetical recombination)","frozenset({'Prednisolone', 'Methotrexate'})",0.0039,0.0283,0.0035666666666666668,0.9145299145299146,32.31554468303585,1.0,0.003456296666666667,11.368890000000011,0.972849252270772,0.12456344586728754,0.912040665359591,0.5202802693968772
"pneumonia, Methotrexate","frozenset({'Prednisolone', 'Infliximab (genetical recombination)'})",0.0047,0.017233333333333333,0.0035666666666666668,0.7588652482269503,44.0347339396683,1.0,0.00348567,4.075591176470588,0.9819056105753116,0.1941923774954628,0.7546368228066517,0.48291424887169565
